Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
31;Joseph Aidoo;GHA;DF;Celta Vigo;La Liga;27;1995;14;14;1260;14;0.07;0.43;0.07;16.7;0.17;1;18.3;0;0;0;44.6;52.4;85.1;916.3;290.9;11.8;13.8;85.5;27.6;29.6;93.2;4.93;7.86;62.7;0;0.07;2.79;0.21;0;2.5;52.4;50.9;1.36;1.21;0;0;0.21;0;0;0;0;0;0;0;0;0;0;0;0.14;0;44.6;0.21;0;0;0.5;0.43;0.21;0;0;0;0;0.21;0;0;0;0;0;0;0;1.86;1.21;1.21;0.57;0.07;0.57;0.86;66.7;0.29;0;0;0;0;0;0;0;1;0.5;0.5;0.79;2.64;3.43;0;61;7.71;31.5;28.5;1.57;0.29;61;0.21;0.29;75;0;0;0;0;0;0;0;0;0.29;0.29;40.4;0.14;0;0;0.14;0;0;0.64;0.43;0;0;1.21;0;0.07;0;6.14;1.71;1.79;49
32;Ola Aina;NGA;DF;Torino;Serie A;26;1996;10;7;580;6.4;0.16;0.94;0.47;50;0.17;0.33;17.6;0;0;0;41.4;54.8;75.5;698.1;277.3;20.6;22.5;91.7;14.4;19.1;75.4;4.84;8.75;55.4;0;1.09;3.13;1.56;0.94;3.28;54.8;43.1;11.3;0.94;0;0;0.16;3.13;0;0;0;0;0;0;0;0;0;0;10.3;0;41.4;0.47;0;0;1.56;2.5;2.19;0;0.31;0;0;0;0.31;0.16;0;0.16;0;0;0;2.03;1.56;0.47;1.09;0.47;0.94;1.56;60;0.63;0;0;0;0;0;0;0;1.09;0.16;0.94;1.09;3.13;2.66;0;66.4;2.34;14.4;31.6;21.9;1.41;66.4;1.72;4.22;40.7;0;0;0;0;0;0;0;0;1.25;0.63;39.2;2.03;0;0;0.47;0;0;1.56;1.72;0.16;3.13;1.56;0;0.16;0;5.63;1.25;0.94;57.1
33;Rayan Aït Nouri;FRA;DF;Wolves;Premier League;21;2001;10;7;666;7.4;0;0.95;0.41;42.9;0;0;14.5;0;0;0;40.9;49.6;82.6;655.1;233.6;22.7;25.4;89.4;15.1;17.8;84.8;2.43;3.11;78.3;0;0.81;2.84;1.62;0.68;3.38;49.6;41.5;7.97;0.27;0;0;0.14;2.03;0;0;0;0;0;0;0;0;0;0;7.7;0;40.9;0.14;0;0;1.76;2.16;1.49;0.14;0.41;0;0.14;0;0;0;0;0;0;0;0;2.43;1.35;1.89;0.41;0.14;0.41;0.54;75;0.14;0;0;0;0;0;0;0;0.14;0;0.14;0.41;2.84;1.35;0;60.7;2.97;17;22.6;22.4;2.84;60.7;1.76;3.78;46.4;0;0;0;0;0;0;0;0;1.62;0.81;38.2;4.19;0;0;0.14;0;0;1.22;0.81;0.14;2.03;1.35;0;0.14;0.14;4.86;0.95;1.35;41.2
34;Emanuel Aiwum;AUT;DF;Cremonese;Serie A;21;2000;13;11;967;10.7;0;0.28;0.09;33.3;0;0;17.7;0;0;0;35.4;46;77;604.9;224.8;16.4;18;91.2;15.6;19.4;80.3;2.62;6.07;43.1;0;0.28;3.08;0.65;0.09;2.43;46;38.6;7.2;1.59;0.09;0;0.37;0.37;0;0;0;0;0;0;0;0;0;0;5.14;0;35.4;0.19;0;0;0.84;1.21;0.93;0;0;0;0;0.28;0;0;0;0;0;0;0;4.02;2.43;2.34;1.5;0.19;2.24;2.9;77.4;0.65;0;0;0;0;0;0;0;1.31;0.84;0.47;1.78;5.79;3.27;0.09;57.6;6.26;28.6;25.7;4.11;0.47;57.6;0.09;0.56;16.7;0;0;0;0;0;0;0;0;0.56;0.28;28.5;0.28;0;0;0.19;0;0;1.12;0.65;0;0.37;2.43;0;0;0;6.64;1.5;0.65;69.6
35;Kristoffer Ajer;NOR;DF;Brentford;Premier League;24;1998;6;6;502;5.6;0;0.18;0;0;0;0;6;0;0;0;33;43.8;75.5;571.6;247.9;17;20;84.8;13.4;16.4;81.5;2.5;5.36;46.7;0;0;2.68;0;0;2.32;43.8;37.9;5.71;1.07;0;0;0.71;0.71;0;0;0;0;0;0;0;0;0;0;4.64;0;33;0.18;0;0;1.07;0.54;0.54;0;0;0;0;0;0;0;0;0;0;0;0;1.61;1.25;0.71;0.54;0.36;1.25;2.32;53.8;1.07;0;0;0;0;0;0;0;0.89;0.71;0.18;0.89;2.5;1.96;0;51.3;4.64;22.7;21.1;8.04;1.07;51.3;0;1.07;0;0;0;0;0;0;0;0;0;0.54;0.71;30.5;1.07;0;0;0;0;0;0.54;1.25;0;0.71;1.25;0;0.18;0;4.82;1.43;1.25;53.3
36;Ludovic Ajorque;REU;FWMF;Strasbourg;Ligue 1;28;1994;10;6;508;5.6;0.18;2.5;0.54;21.4;0;0;15.5;0.18;0.18;0.18;22.5;31.8;70.8;330.4;45.9;12.3;16.6;74.2;7.5;9.82;76.4;1.43;1.96;72.7;0;1.07;1.25;0.54;0;1.25;31.8;29.8;1.61;0.18;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.5;0.36;0;0;0.18;1.96;1.96;0;0;0;0;0;0.18;0.18;0;0;0;0;0;0.18;0.18;0;0.18;0;0.18;0.89;20;0.71;0;0;0;0;0;0;0;0.18;0.18;0;0.18;0.36;0.71;0;40;0.89;2.86;21.6;16.1;5.36;39.8;0.36;0.54;66.7;0;0;0;0;0;0;0;0;1.96;0.54;31.4;7.5;0;0;0.18;0;0;1.61;1.07;0.18;0;0.18;0;0;0;2.5;5.54;4.29;56.4
37;Manuel Akanji;SUI;DF;Manchester City;Premier League;27;1995;8;8;701;7.8;0;1.15;0.13;11.1;0;0;17.7;0;0;0;73.7;78.1;94.4;1251;362.8;33.6;34.7;96.7;35.4;36.7;96.5;3.72;4.87;76.3;0.13;0.38;5.26;0;0;3.21;78.1;76.4;1.67;0.51;0;0;0.64;0;0;0;0;0;0;0;0;0;0;0;1.15;0;73.7;0;0;0;0.13;1.28;1.28;0;0;0;0;0;0;0;0;0;0;0;0;1.67;1.15;0.64;0.77;0.26;1.41;1.67;84.6;0.26;0;0;0;0;0;0;0;1.15;0.13;1.03;0.64;2.31;1.03;0;86.7;4.49;31;46.8;9.23;1.67;86.7;0.38;0.51;75;0;0;0;0;0;0;0;0;0.51;0.26;68.1;0.64;0;0;0.13;0;0;1.03;0.38;0;0;1.15;0;0;0;5.13;0.9;2.05;30.4
38;Nathan Aké;NED;DF;Manchester City;Premier League;27;1995;8;7;571;6.3;0;0.48;0;0;0;0;12.3;0;0;0;91.1;97.9;93;1541;611.4;39.7;42.1;94.3;46.2;48.3;95.7;4.13;5.56;74.3;0;0.32;6.98;0;0;3.65;97.9;94.9;2.86;0.63;0;0;0.79;0.32;0;0;0;0;0;0;0;0;0;0;2.22;0;91.1;0.16;0;0;0.48;1.11;0.95;0;0;0.16;0;0;0;0;0;0;0;0;0;0.79;0.48;0.48;0.32;0;0.63;0.79;80;0.16;0;0;0;0;0;0;0;0.95;0.48;0.48;0.79;1.59;0.95;0;102.9;4.6;36.3;60.8;5.87;1.75;102.9;0;0;0;0;0;0;0;0;0;0;0;0.48;0;85.4;0.32;0;0;0;0;0;0.32;0.63;0.16;0.32;0.48;0;0;0;3.81;2.06;1.59;56.5
39;Sergio Akieme;ESP;DF;Almería;La Liga;24;1997;14;14;1260;14;0;1.14;0.36;31.3;0;0;21.2;0;0;0;32.5;41.6;78.2;550;192.7;16.1;18.4;87.6;12.9;15.3;84.1;2.57;5.14;50;0;0.64;1.64;0.64;0.57;1.57;41.6;32.4;8.71;1.14;0.07;0;0.93;2.64;0;0;0;0;0;0;0;0;0;0;7.57;0;32.5;0.5;0;0;0.64;1.64;1.14;0;0.07;0.14;0;0.29;0.14;0.07;0;0.07;0;0;0;1.71;0.93;1.14;0.43;0.14;0.79;1;78.6;0.21;0;0;0;0;0;0;0;1;0.21;0.79;0.64;2.36;1.71;0;50.5;3.79;16.6;22.6;12.4;1.36;50.5;1.21;2.21;54.8;0;0;0;0;0;0;0;0;1;0.86;28.6;1.86;0;0;0.21;0;0;0.86;0.64;0;2.64;0.93;0;0;0;4.93;0.64;0.57;52.9
40;Maghnes Akliouche;FRA;MFDF;Monaco;Ligue 1;20;2002;6;3;248;2.8;0;0.36;0.36;100;0;0;8.4;0;0;0;28.2;37.9;74.5;366.1;113.6;17.9;21.8;82;7.5;10.4;72.4;0.71;1.79;40;0;1.79;2.5;1.43;0;3.93;37.9;35.7;1.79;0.36;0;0;0;3.21;0.36;0.36;0;0;0;0;0;0;0;0;1.07;0;28.2;0.36;0;0;1.43;2.14;1.79;0;0;0;0;0.36;0;0;0;0;0;0;0;2.14;1.07;1.07;1.07;0;0.36;1.07;33.3;0.71;0;0;0;0;0;0;0;0.36;0;0.36;0.71;2.86;0.71;0;47.1;1.43;7.14;18.9;21.8;3.21;47.1;0.71;2.14;33.3;0;0;0;0;0;0;0;0;1.79;2.14;35;4.64;0;0;1.07;0;0;1.79;1.07;0;3.21;1.07;0;0;0;6.43;0.71;1.07;40
41;Paul Akouokou;CIV;MF;Betis;La Liga;24;1997;6;2;238;2.6;0;0.77;0.38;50;0;0;25.6;0;0;0;36.2;38.8;93.1;631.5;125.8;15.4;16.2;95.2;12.7;13.5;94.3;5.38;5.77;93.3;0;0;3.08;0.38;0;1.92;38.8;37.7;0.77;0.77;0.38;0;0.77;0;0;0;0;0;0;0;0;0;0;0;0;0;36.2;0.38;0;0;0.38;0.38;0;0;0;0.38;0;0;0;0;0;0;0;0;0;3.46;1.92;2.69;0.77;0;2.69;3.46;77.8;0.77;0;0;0;0;0;0;0;0;0;0;1.92;5.38;0.77;0.38;45.8;3.08;10.4;30.8;5;0;45.8;0;0.38;0;0;0;0;0;0;0;0;0;0;0;28.5;0.38;0;0;0.77;0;0;1.54;1.15;0;0;1.92;0;0;0;6.54;0.38;2.31;14.3
42;Jean-Daniel Akpa-Akpro;CIV;MF;Empoli;Serie A;30;1992;6;1;204;2.3;0;0.43;0;0;0;0;22;0;0;0;17.8;23.5;75.9;247;106.1;9.57;11.7;81.5;5.22;6.09;85.7;0.87;1.3;66.7;0;0.43;1.3;0.43;0;2.17;23.5;23;0.43;0.43;0;0;0;0.87;0;0;0;0;0;0;0;0;0;0;0;0;17.8;0;0;0;0.87;1.74;0.87;0;0.43;0;0.43;0;0;0;0;0;0;0;0;3.48;3.04;1.3;1.3;0.87;0.87;0.87;100;0;0;0;0;0;0;0;0;3.04;0.87;2.17;0.87;4.35;0.87;0;37.8;0.87;8.7;18.3;11.3;0.87;37.8;0.87;2.17;40;0;0;0;0;0;0;0;0;3.04;1.3;21.3;3.04;0;0;0.87;0.43;0;2.61;1.3;0;0.87;3.04;0;0;0;3.91;1.74;0.87;66.7
43;Kevin Akpoguma;NGA;DF;Hoffenheim;Bundesliga;27;1995;13;8;836;9.3;0;0.32;0;0;0;0;11.9;0;0;0;35.6;45.5;78.3;679.4;271.1;11.9;14.4;82.8;19.1;21.7;88.1;4.09;7.63;53.5;0;0.22;3.55;0.43;0.22;3.55;45.5;43.4;2.04;1.08;0;0;0.54;0.54;0;0;0;0;0;0;0;0;0;0;0.97;0;35.6;0;0;0;0.75;0.54;0.54;0;0;0;0;0;0;0;0;0;0;0;0;3.44;2.15;1.94;1.51;0;1.18;1.72;68.8;0.54;0;0;0;0;0;0;0;2.15;0.54;1.61;1.08;4.52;2.47;0.11;58;5.27;26.8;27.6;4.19;0.97;58;0.32;1.18;27.3;0;0;0;0;0;0;0;0;1.08;0.32;33.7;0.86;0;0;0.43;0;0;1.61;0.86;0;0.54;2.15;0;0;0;5.91;2.37;1.94;55
44;David Alaba;AUT;DF;Real Madrid;La Liga;30;1992;14;13;1165;12.9;0.08;0.7;0.08;11.1;0.11;1;20.7;0.31;0;0;50.9;57.5;88.4;750.5;269.7;29;30.2;96.1;17.1;19.1;89.1;2.64;4.73;55.7;0.23;0.93;3.57;0.31;0.08;2.17;57.5;52.2;4.96;2.17;0.16;0;0;1.24;0.16;0.16;0;0;0;0;0;0;0;0;2.33;0;50.9;0.39;0;0;0.54;1.63;1.32;0.23;0;0.08;0;0;0.31;0.23;0;0;0.08;0;0;0.54;0.39;0.23;0.16;0.16;0.39;0.62;62.5;0.23;0;0;0;0;0;0;0;0.62;0.39;0.23;0.85;1.4;1.63;0.08;62.1;6.36;24.5;26.4;11.6;0.85;62.1;0.08;0.16;50;0;0;0;0;0;0;0;0;0.54;0.23;45.3;1.86;0;0;0.23;0;0;0.47;0.16;0;1.24;0.39;0;0;0;4.73;0.31;0.23;57.1
45;Tomás Alarcón;CHI;MF;Cádiz;La Liga;23;1999;4;2;223;2.5;0;0.8;0.4;50;0;0;36.4;0;0;0;31.2;38;82.1;675.2;232.8;11.2;12.8;87.5;10.8;13.6;79.4;8;10;80;0;0.8;4.4;0.4;0;2.4;38;35.2;2.8;2;0.4;0;1.2;2.4;0.8;0.4;0.4;0;0;0;0;0;0;0;0;0;31.2;0;0;0;0;1.6;0.8;0.4;0;0;0.4;0;0;0;0;0;0;0;0;1.2;0.8;0;0.8;0.4;0.4;0.8;50;0.4;0;0;0;0;0;0;0;0.4;0;0.4;0.8;2;0.8;0;45.2;1.2;8;27.2;10;0.4;45.2;0;0;0;0;0;0;0;0;0;0;0;1.2;1.6;29.2;2;0;0;0.8;0.4;0.4;1.6;1.2;0;2.4;0.8;0;0;0;5.6;1.2;0.4;75
46;Lucas Alario;ARG;FW;Eint Frankfurt;Bundesliga;30;1992;10;2;239;2.7;0.37;2.96;0.74;25;0.13;0.5;15.5;0;0;0;14.4;20.4;70.9;208.1;43;7.41;10.4;71.4;4.81;6.3;76.5;1.48;1.48;100;0;0.37;0.74;0;0;1.11;20.4;18.9;1.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.4;0;0;0;0.37;1.85;1.48;0;0.37;0;0;0;0.37;0.37;0;0;0;0;0;1.11;0.74;0.37;0;0.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.11;3.7;0;32.6;3.33;6.3;12.2;15.2;5.56;32.6;1.85;2.96;62.5;0;0;0;0;0;0;0;0;0.37;2.22;23;3.7;0;0;0;0;0;2.22;0.74;1.11;0;0.74;0;0;0;2.59;2.96;5.93;33.3
47;Jordi Alba;ESP;DF;Barcelona;La Liga;33;1989;10;7;682;7.6;0;0.66;0.13;20;0;0;24.9;0.00E+00;0;0;83.4;97.5;85.6;1313.7;407.8;46.2;50.8;90.9;28.8;32.8;88;6.05;9.21E+00;65.7;0.13;2.5;10.9;3.16;0.92;7.5;97.5;8.53E+01;12.1;2.76;0.39;0;0.66;4.47;0;0;0;0;0;0;0;0;0;0;9.34;0;83.4;0.13;0;0;1.32;4.21;3.55;0.26;0.13;0.13;0;0.13;0.39;0.39;0;0;0;0;0;1.58;1.18;1.05E+00;0.53;0;1.05;1.71;61.5;0.66;0;0;0;0;0;0;0;0.66;0.26;0.39;0.53;2.11;1.32;0;102.6;1.71;17.5;56.4;29.2;2.24;1.03E+02;0.26;0.53;50;0;0;0;0;0;0;0;0;0.13;0.66;75.9;3.55;0;0.00E+00;0.26;0;0;0.92;0.26;0.66;4.47;1.18;0;0;0;6.71;0.39;0.66;37.5
48;Luis Alberto;ESP;MF;Lazio;Serie A;30;1992;13;5;545;6.1;0.49;1.48;0.98;66.7;0.33;0.5;18.6;0;0;0;53.9;67.2;80.2;853.3;295.9;29.8;33.4;89.2;17.5;20.3;86.3;4.59;9.18;50;0.16;1.97;5.41;2.46;0;6.23;67.2;59;7.87;2.79;0.66;0;0.33;5.08;3.77;1.64;1.64;0;0;0;0;0;0;0;0.33;0;53.9;0.33;0;0;1.48;3.11;1.97;0.98;0;0;0;0.16;0.82;0.66;0;0;0;0;0.16;1.15;0.49;0.16;0.66;0.33;0.66;1.97;33.3;1.31;0;0;0;0;0;0;0;0.82;0.16;0.66;0.33;1.48;0.16;0;75.7;1.64;10.8;40.8;24.6;1.8;75.7;0.33;1.64;20;0;0;0;0;0;0;0;0;1.64;1.15;55.9;3.44;0;0;0.16;0;0;0.66;0.33;0;5.08;0.49;0;0;0;6.07;0.33;0.66;33.3
49;Raúl Albiol;ESP;DF;Villarreal;La Liga;37;1985;13;13;1159;12.9;0;0.08;0;0;0;0;33.6;0;0;0;53.6;60.8;88.1;1183.7;415.6;11.9;12.7;93.3;31.9;34.3;93;9.3;12.6;74.1;0;0;3.64;0.39;0;3.02;60.8;59;1.63;1.4;0;0;0.7;0.08;0;0;0;0;0;0;0;0;0;0;0;0;53.6;0.16;0;0;0.23;0.7;0.7;0;0;0;0;0;0;0;0;0;0;0;0;1.01;0.7;0.54;0.39;0.08;0.54;0.62;87.5;0.08;0;0;0;0;0;0;0;0.7;0.7;0;0.7;1.71;4.65;0;69.3;9.15;33.2;34.7;1.78;0.08;69.3;0.08;0.16;50;0;0;0;0;0;0;0;0;0.23;0.16;47.6;0;0;0;0.31;0;0;0.7;0.85;0;0.08;0.7;0;0;0;4.26;1.94;0.85;69.4
50;Marc Albrighton;ENG;MF;Leicester City;Premier League;33;1989;3;0;31;0.3;0;3.33;0;0;0;0;9.5;0;0;0;43.3;66.7;65;500;133.3;33.3;50;66.7;10;10;100;0;0;0;0;0;3.33;0;0;3.33;66.7;63.3;0;0;0;0;0;3.33;0;0;0;0;0;0;0;0;0;0;0;0;43.3;3.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.67;0;0;3.33;3.33;3.33;6.67;50;3.33;0;0;0;0;0;0;0;10;3.33;6.67;0;6.67;6.67;0;93.3;6.67;26.7;26.7;40;6.67;93.3;0;0;0;0;0;0;0;0;0;0;0;0;0;56.7;10;0;0;0;0;0;0;3.33;0;3.33;0;0;0;0;6.67;3.33;0;100
51;Thiago Alcántara;ESP;MF;Liverpool;Premier League;31;1991;8;8;644;7.2;0;0.56;0;0;0;0;29.9;0.00E+00;0;0;68.2;78.8;86.6;1197.8;362.8;32.2;35;92.1;24;26.4;91.1;9.03;1.15E+01;78.3;0;1.25;7.92;0.97;0;6.25;78.8;7.61E+01;2.5;2.08;0.69;0;0.83;0.14;0;0;0;0;0;0;0;0;0;0;0.28;0;68.2;0.14;0;0;1.94;2.64;2.36;0;0;0;0.14;0.14;0.28;0.28;0;0;0;0;0;3.19;1.81;1.53E+00;1.67;0;1.25;1.67;75;0.42;0;0;0;0;0;0;0;0.97;0.14;0.83;1.25;4.44;0.69;0.14;88.6;2.64;19.4;58.5;11.1;0.28;8.86E+01;0.83;1.39;60;0;0;0;0;0;0;0;0;0.97;1.11;64.9;1.94;0;0.00E+00;0.14;0;0;1.25;1.94;0;0.14;1.81;0;0.14;0;7.5;1.39;1.81;43.5
52;Rubén Alcaraz;ESP;MF;Cádiz;La Liga;31;1991;10;5;513;5.7;0;1.58;0;0;0;0;23.4;0.18;0;0;33.2;42.1;78.8;662.3;212.8;12.3;15.6;78.7;13.3;14.4;92.7;5.79;9.3;62.3;0;1.05;3.86;0.53;0.35;2.46;42.1;38.9;3.16;2.11;0.18;0;0.7;1.58;0.35;0;0.18;0.18;0;0;0;0;0;0;0;0;33.2;0;0;0;0.7;2.28;1.4;0.7;0;0;0.18;0;0.35;0.35;0;0;0;0;0;2.46;1.58;1.4;1.05;0;0.88;2.28;38.5;1.4;0;0;0;0;0;0;0;1.05;0;1.05;0.7;3.16;1.05;0;51.8;2.11;13;31.2;8.07;0.88;51.8;0.18;0.35;50;0;0;0;0;0;0;0;0;2.46;1.58;31.4;0.53;0;0;0.88;0.18;0.18;1.75;2.28;0;1.58;1.58;0;0;0;7.02;1.23;1.05;53.8
53;Omar Alderete;PAR;DF;Getafe;La Liga;25;1996;2;1;135;1.5;0;1.33;0;0;0;0;22;0;0;0;34;48.7;69.9;667.3;290;12.7;16.7;76;18;21.3;84.4;3.33;9.33;35.7;0;0;2.67;0.67;0;4.67;48.7;44;4;3.33;0;0;0.67;0;0;0;0;0;0;0;0;0;0;0;0.67;0;34;0.67;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0.67;0.67;0;1.33;1.33;6;0;62.7;6;25.3;33.3;4;0.67;62.7;0;1.33;0;0;0;0;0;0;0;0;0;0;0;29.3;0;0;0;0.67;0;0;1.33;1.33;0;0;0;0;0;0;10;2;3.33;37.5
54;Iván Alejo;ESP;MFFW;Cádiz;La Liga;27;1995;12;8;657;7.3;0;1.1;0.14;12.5;0;0;23.8;0;0;0;14;24.5;57;193.7;50.8;8.9;11.9;74.7;2.88;5.48;52.5;1.1;3.42;32;0.14;1.1;0.41;0.96;0.82;0.68;24.5;23.3;1.1;0.14;0;0;0;6.03;0;0;0;0;0;0;0;0;0;0;0.96;0;14;0.14;0;0;1.64;2.74;1.92;0;0.14;0.27;0.27;0.14;0.14;0.14;0;0;0;0;0;3.01;2.05;1.51;0.96;0.55;1.78;3.56;50;1.78;0;0;0;0;0;0;0;1.64;0.14;1.51;0.27;3.29;0.68;0.14;38.4;1.92;7.81;12.2;18.6;1.51;38.4;0.41;2.6;15.8;0;0;0;0;0;0;0;0;2.74;2.19;24.2;3.7;0;0;0.68;0;0;3.15;2.74;0.14;6.03;2.05;0;0;0;4.66;1.92;1.23;60.9
55;Doðan Alemdar;TUR;GK;Rennes;Ligue 1;20;2002;3;2;225;2.5;0;0;0;0;0;0;0;0;0;0;19.6;28.8;68.1;594.4;497.2;4;4;100;9.2;9.2;100;6.4;15.2;42.1;0;0;0.8;0;0;0;28.8;18.4;10;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.6;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.4;31.2;23.6;31.2;0;0;0;31.2;0;0;0;0;0;0;0;0;0;0;0;0.4;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0.8;0;100
56;Carles Aleñá;ESP;MF;Getafe;La Liga;24;1998;13;13;1022;11.4;0.18;1.14;0.44;38.5;0.15;0.4;24.3;0;0;0;29.9;38.2;78.2;496.1;123.3;14.3;16.6;86.2;10.7;12.9;83;3.07;5.26;58.3;0.18;0.61;3.68;0.79;0.18;2.98;38.2;37.6;0.53;0.44;0.26;0;0.61;1.14;0;0;0;0;0;0;0;0;0;0;0.09;0;29.9;0.09;0;0;0.79;1.84;1.23;0;0;0.18;0.44;0;0.26;0.26;0;0;0;0;0;0.96;0.7;0.35;0.18;0.44;0.26;1.84;14.3;1.58;0;0;0;0;0;0;0;0.79;0;0.79;0.18;1.14;0.96;0;47;0.79;6.75;28.8;12.1;0.88;47;0.96;1.75;55;0;0;0;0;0;0;0;0;2.02;1.05;34.5;2.72;0;0;0.53;0;0;2.11;2.46;0.09;1.14;0.7;0;0;0;4.82;0.61;1.14;35
57;Trent Alexander-Arnold;ENG;DF;Liverpool;Premier League;24;1998;14;12;989;11;0.09;1.27;0.27;21.4;0.07;0.33;21.7;0.09;0;0;65.9;90.4;72.9;1275.5;524.4;29.6;33.3;89.1;24.8;32.3;76.9;10.5;21.4;49.4;0;2.36;7.09;3.18;1.09;6.82;90.4;73.3;16.5;1.64;0.45;0;1.55;9.18;3.73;0.91;2.82;0;0;0;0;0;0;0;11.1;0;65.9;0.64;0;0;1.27;4.09;2.55;1.27;0.09;0.18;0;0;0.18;0.18;0;0;0;0;0;1.36;1.18;1;0.18;0.18;1;1.91;52.4;0.91;0;0;0;0;0;0;0;0.73;0.18;0.55;1.18;2.55;1.36;0;97.7;3.27;22.3;49.3;26.5;1.73;97.7;0.27;0.45;60;0;0;0;0;0;0;0;0;1.09;0.55;61.5;3.45;0;0;0.18;0;0;0.55;0.09;0.18;9.18;1.18;0;0;0;8.27;0.73;0.45;61.5
58;Alejandro Alfaro;ESP;MF;Elche;La Liga;20;2002;1;0;15;0.2;0;0;0;0;0;0;0;0;0;0;5;5;100;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;5;5;0;10;0;5;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
59;Ángel Algobia;ESP;MF;Getafe;La Liga;23;1999;8;4;362;4;0;0.5;0;0;0;0;25;0;0;0;30.8;37.8;81.5;497.5;105.5;15.8;19;82.9;11;11.8;93.6;2.5;3.5;71.4;0;0.75;2;0.75;0.75;1.5;37.8;36.5;1;0.75;0;0;0.25;1;0;0;0;0;0;0;0;0;0;0;0;0;30.8;0.25;0;0;1;1.5;1.5;0;0;0;0;0;0.25;0.25;0;0;0;0;0;3.75;1.5;2.5;1.25;0;2.75;3.5;78.6;0.75;0;0;0;0;0;0;0;1.75;0.75;1;0.25;4;0.5;0;48;1;11;27.5;9.75;1;48;0.25;0.5;50;0;0;0;0;0;0;0;0;1.75;0.75;27;1.25;0;0;0.5;0;0;3;0.5;0;1;1.5;0;0;0;5.25;0.5;1;33.3
60;Mohamed Ali Cho;FRA;FW;Real Sociedad;La Liga;18;2004;7;2;243;2.7;0;3.33;1.85;55.6;0;0;19.2;0;0;0;11.9;18.1;65.3;156.3;45.2;8.52;9.63;88.5;2.22;4.44;50;0.37;1.85;20;0.74;1.85;0.37;1.85;1.11;1.11;18.1;16.3;1.48;0;0;0;0;4.81;0;0;0;0;0;0;0;0;0;0;0;0;11.9;0.37;0;0;0.74;3.7;2.22;0;0.37;0.37;0.37;0.37;0.74;0.74;0;0;0;0;0;1.48;0.74;1.48;0;0;0;0.37;0;0.37;0;0;0;0;0;0;0;1.85;0;1.85;0.74;2.22;0.74;0;35.9;0.37;5.93;10;21.9;4.44;35.9;2.96;6.67;44.4;0;0;0;0;0;0;0;0;4.44;1.85;23.7;4.81;0;0;0.37;0;0;1.48;2.22;0.74;4.81;0.74;0.37;0;0;3.7;0.37;2.59;12.5
